"29","rewrite_rules","a:107:{s:11:""^wp-json/?$"";s:22:""index.php?rest_route=/"";s:14:""^wp-json/(.*)?"";s:33:""index.php?rest_route=/$matches[1]"";s:21:""^index.php/wp-json/?$"";s:22:""index.php?rest_route=/"";s:24:""^index.php/wp-json/(.*)?"";s:33:""index.php?rest_route=/$matches[1]"";s:57:""index.php/category/(.+?)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:52:""index.php?category_name=$matches[1]&feed=$matches[2]"";s:52:""index.php/category/(.+?)/(feed|rdf|rss|rss2|atom)/?$"";s:52:""index.php?category_name=$matches[1]&feed=$matches[2]"";s:33:""index.php/category/(.+?)/embed/?$"";s:46:""index.php?category_name=$matches[1]&embed=true"";s:45:""index.php/category/(.+?)/page/?([0-9]{1,})/?$"";s:53:""index.php?category_name=$matches[1]&paged=$matches[2]"";s:27:""index.php/category/(.+?)/?$"";s:35:""index.php?category_name=$matches[1]"";s:54:""index.php/tag/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?tag=$matches[1]&feed=$matches[2]"";s:49:""index.php/tag/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?tag=$matches[1]&feed=$matches[2]"";s:30:""index.php/tag/([^/]+)/embed/?$"";s:36:""index.php?tag=$matches[1]&embed=true"";s:42:""index.php/tag/([^/]+)/page/?([0-9]{1,})/?$"";s:43:""index.php?tag=$matches[1]&paged=$matches[2]"";s:24:""index.php/tag/([^/]+)/?$"";s:25:""index.php?tag=$matches[1]"";s:55:""index.php/type/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?post_format=$matches[1]&feed=$matches[2]"";s:50:""index.php/type/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?post_format=$matches[1]&feed=$matches[2]"";s:31:""index.php/type/([^/]+)/embed/?$"";s:44:""index.php?post_format=$matches[1]&embed=true"";s:43:""index.php/type/([^/]+)/page/?([0-9]{1,})/?$"";s:51:""index.php?post_format=$matches[1]&paged=$matches[2]"";s:25:""index.php/type/([^/]+)/?$"";s:33:""index.php?post_format=$matches[1]"";s:48:""index.php/gvn_schart/[^/]+/attachment/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:58:""index.php/gvn_schart/[^/]+/attachment/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:78:""index.php/gvn_schart/[^/]+/attachment/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:73:""index.php/gvn_schart/[^/]+/attachment/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:73:""index.php/gvn_schart/[^/]+/attachment/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:54:""index.php/gvn_schart/[^/]+/attachment/([^/]+)/embed/?$"";s:43:""index.php?attachment=$matches[1]&embed=true"";s:37:""index.php/gvn_schart/([^/]+)/embed/?$"";s:43:""index.php?gvn_schart=$matches[1]&embed=true"";s:41:""index.php/gvn_schart/([^/]+)/trackback/?$"";s:37:""index.php?gvn_schart=$matches[1]&tb=1"";s:49:""index.php/gvn_schart/([^/]+)/page/?([0-9]{1,})/?$"";s:50:""index.php?gvn_schart=$matches[1]&paged=$matches[2]"";s:56:""index.php/gvn_schart/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?gvn_schart=$matches[1]&cpage=$matches[2]"";s:45:""index.php/gvn_schart/([^/]+)(?:/([0-9]+))?/?$"";s:49:""index.php?gvn_schart=$matches[1]&page=$matches[2]"";s:37:""index.php/gvn_schart/[^/]+/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:47:""index.php/gvn_schart/[^/]+/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:67:""index.php/gvn_schart/[^/]+/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:62:""index.php/gvn_schart/[^/]+/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:62:""index.php/gvn_schart/[^/]+/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:43:""index.php/gvn_schart/[^/]+/([^/]+)/embed/?$"";s:43:""index.php?attachment=$matches[1]&embed=true"";s:48:"".*wp-(atom|rdf|rss|rss2|feed|commentsrss2)\.php$"";s:18:""index.php?feed=old"";s:20:"".*wp-app\.php(/.*)?$"";s:19:""index.php?error=403"";s:18:"".*wp-register.php$"";s:23:""index.php?register=true"";s:42:""index.php/feed/(feed|rdf|rss|rss2|atom)/?$"";s:27:""index.php?&feed=$matches[1]"";s:37:""index.php/(feed|rdf|rss|rss2|atom)/?$"";s:27:""index.php?&feed=$matches[1]"";s:18:""index.php/embed/?$"";s:21:""index.php?&embed=true"";s:30:""index.php/page/?([0-9]{1,})/?$"";s:28:""index.php?&paged=$matches[1]"";s:37:""index.php/comment-page-([0-9]{1,})/?$"";s:40:""index.php?&page_id=348&cpage=$matches[1]"";s:51:""index.php/comments/feed/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?&feed=$matches[1]&withcomments=1"";s:46:""index.php/comments/(feed|rdf|rss|rss2|atom)/?$"";s:42:""index.php?&feed=$matches[1]&withcomments=1"";s:27:""index.php/comments/embed/?$"";s:21:""index.php?&embed=true"";s:54:""index.php/search/(.+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:40:""index.php?s=$matches[1]&feed=$matches[2]"";s:49:""index.php/search/(.+)/(feed|rdf|rss|rss2|atom)/?$"";s:40:""index.php?s=$matches[1]&feed=$matches[2]"";s:30:""index.php/search/(.+)/embed/?$"";s:34:""index.php?s=$matches[1]&embed=true"";s:42:""index.php/search/(.+)/page/?([0-9]{1,})/?$"";s:41:""index.php?s=$matches[1]&paged=$matches[2]"";s:24:""index.php/search/(.+)/?$"";s:23:""index.php?s=$matches[1]"";s:57:""index.php/author/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?author_name=$matches[1]&feed=$matches[2]"";s:52:""index.php/author/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:50:""index.php?author_name=$matches[1]&feed=$matches[2]"";s:33:""index.php/author/([^/]+)/embed/?$"";s:44:""index.php?author_name=$matches[1]&embed=true"";s:45:""index.php/author/([^/]+)/page/?([0-9]{1,})/?$"";s:51:""index.php?author_name=$matches[1]&paged=$matches[2]"";s:27:""index.php/author/([^/]+)/?$"";s:33:""index.php?author_name=$matches[1]"";s:79:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:80:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&feed=$matches[4]"";s:74:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/(feed|rdf|rss|rss2|atom)/?$"";s:80:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&feed=$matches[4]"";s:55:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/embed/?$"";s:74:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&embed=true"";s:67:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/page/?([0-9]{1,})/?$"";s:81:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&paged=$matches[4]"";s:49:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/?$"";s:63:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]"";s:66:""index.php/([0-9]{4})/([0-9]{1,2})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:64:""index.php?year=$matches[1]&monthnum=$matches[2]&feed=$matches[3]"";s:61:""index.php/([0-9]{4})/([0-9]{1,2})/(feed|rdf|rss|rss2|atom)/?$"";s:64:""index.php?year=$matches[1]&monthnum=$matches[2]&feed=$matches[3]"";s:42:""index.php/([0-9]{4})/([0-9]{1,2})/embed/?$"";s:58:""index.php?year=$matches[1]&monthnum=$matches[2]&embed=true"";s:54:""index.php/([0-9]{4})/([0-9]{1,2})/page/?([0-9]{1,})/?$"";s:65:""index.php?year=$matches[1]&monthnum=$matches[2]&paged=$matches[3]"";s:36:""index.php/([0-9]{4})/([0-9]{1,2})/?$"";s:47:""index.php?year=$matches[1]&monthnum=$matches[2]"";s:53:""index.php/([0-9]{4})/feed/(feed|rdf|rss|rss2|atom)/?$"";s:43:""index.php?year=$matches[1]&feed=$matches[2]"";s:48:""index.php/([0-9]{4})/(feed|rdf|rss|rss2|atom)/?$"";s:43:""index.php?year=$matches[1]&feed=$matches[2]"";s:29:""index.php/([0-9]{4})/embed/?$"";s:37:""index.php?year=$matches[1]&embed=true"";s:41:""index.php/([0-9]{4})/page/?([0-9]{1,})/?$"";s:44:""index.php?year=$matches[1]&paged=$matches[2]"";s:23:""index.php/([0-9]{4})/?$"";s:26:""index.php?year=$matches[1]"";s:68:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/attachment/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:78:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/attachment/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:98:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/attachment/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:93:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/attachment/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:93:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/attachment/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:74:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/attachment/([^/]+)/embed/?$"";s:43:""index.php?attachment=$matches[1]&embed=true"";s:63:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/([^/]+)/embed/?$"";s:91:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&name=$matches[4]&embed=true"";s:67:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/([^/]+)/trackback/?$"";s:85:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&name=$matches[4]&tb=1"";s:87:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:97:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&name=$matches[4]&feed=$matches[5]"";s:82:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:97:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&name=$matches[4]&feed=$matches[5]"";s:75:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/([^/]+)/page/?([0-9]{1,})/?$"";s:98:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&name=$matches[4]&paged=$matches[5]"";s:82:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/([^/]+)/comment-page-([0-9]{1,})/?$"";s:98:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&name=$matches[4]&cpage=$matches[5]"";s:71:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/([^/]+)(?:/([0-9]+))?/?$"";s:97:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&name=$matches[4]&page=$matches[5]"";s:57:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:67:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:87:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:82:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:82:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:63:""index.php/[0-9]{4}/[0-9]{1,2}/[0-9]{1,2}/[^/]+/([^/]+)/embed/?$"";s:43:""index.php?attachment=$matches[1]&embed=true"";s:74:""index.php/([0-9]{4})/([0-9]{1,2})/([0-9]{1,2})/comment-page-([0-9]{1,})/?$"";s:81:""index.php?year=$matches[1]&monthnum=$matches[2]&day=$matches[3]&cpage=$matches[4]"";s:61:""index.php/([0-9]{4})/([0-9]{1,2})/comment-page-([0-9]{1,})/?$"";s:65:""index.php?year=$matches[1]&monthnum=$matches[2]&cpage=$matches[3]"";s:48:""index.php/([0-9]{4})/comment-page-([0-9]{1,})/?$"";s:44:""index.php?year=$matches[1]&cpage=$matches[2]"";s:37:""index.php/.?.+?/attachment/([^/]+)/?$"";s:32:""index.php?attachment=$matches[1]"";s:47:""index.php/.?.+?/attachment/([^/]+)/trackback/?$"";s:37:""index.php?attachment=$matches[1]&tb=1"";s:67:""index.php/.?.+?/attachment/([^/]+)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:62:""index.php/.?.+?/attachment/([^/]+)/(feed|rdf|rss|rss2|atom)/?$"";s:49:""index.php?attachment=$matches[1]&feed=$matches[2]"";s:62:""index.php/.?.+?/attachment/([^/]+)/comment-page-([0-9]{1,})/?$"";s:50:""index.php?attachment=$matches[1]&cpage=$matches[2]"";s:43:""index.php/.?.+?/attachment/([^/]+)/embed/?$"";s:43:""index.php?attachment=$matches[1]&embed=true"";s:26:""index.php/(.?.+?)/embed/?$"";s:41:""index.php?pagename=$matches[1]&embed=true"";s:30:""index.php/(.?.+?)/trackback/?$"";s:35:""index.php?pagename=$matches[1]&tb=1"";s:50:""index.php/(.?.+?)/feed/(feed|rdf|rss|rss2|atom)/?$"";s:47:""index.php?pagename=$matches[1]&feed=$matches[2]"";s:45:""index.php/(.?.+?)/(feed|rdf|rss|rss2|atom)/?$"";s:47:""index.php?pagename=$matches[1]&feed=$matches[2]"";s:38:""index.php/(.?.+?)/page/?([0-9]{1,})/?$"";s:48:""index.php?pagename=$matches[1]&paged=$matches[2]"";s:45:""index.php/(.?.+?)/comment-page-([0-9]{1,})/?$"";s:48:""index.php?pagename=$matches[1]&cpage=$matches[2]"";s:34:""index.php/(.?.+?)(?:/([0-9]+))?/?$"";s:47:""index.php?pagename=$matches[1]&page=$matches[2]"";}","yes"
"30","hack_file","0","yes"
"31","blog_charset","UTF-8","yes"
"32","moderation_keys",,"no"
"33","active_plugins","a:2:{i:0;s:24:""Mes shortcodes/index.php"";i:1;s:38:""sql-chart-builder/guaven_sqlcharts.php"";}","yes"
"34","category_base",,"yes"
"35","ping_sites","http://rpc.pingomatic.com/","yes"
"36","comment_max_links","2","yes"
"37","gmt_offset","0","yes"
"38","default_email_category","1","yes"
"39","recently_edited","a:2:{i:0;s:97:""/home/gen-004/Documents/TRAVAIL/stageProjet2/wordpress/wp-content/themes/enfantcolormag/style.css"";i:1;s:0:"""";}","no"
"40","template","colormag","yes"
"41","stylesheet","enfantcolormag","yes"
"42","comment_whitelist",,"yes"
"43","blacklist_keys",,"no"
"44","comment_registration",,"yes"
"45","html_type","text/html","yes"
"46","use_trackback","0","yes"
"47","default_role","subscriber","yes"
"48","db_version","44719","yes"
"49","uploads_use_yearmonth_folders","1","yes"
"50","upload_path",,"yes"
"51","blog_public","1","yes"
"52","default_link_category","2","yes"
"53","show_on_front","page","yes"
"54","tag_base",,"yes"
"55","show_avatars",,"yes"
"56","avatar_rating","G","yes"
"57","upload_url_path",,"yes"
"58","thumbnail_size_w","150","yes"
"59","thumbnail_size_h","150","yes"
"60","thumbnail_crop","1","yes"
"61","medium_size_w","300","yes"
"62","medium_size_h","300","yes"
"63","avatar_default","mystery","yes"
"64","large_size_w","1024","yes"
"65","large_size_h","1024","yes"
"66","image_default_link_type","none","yes"
"67","image_default_size",,"yes"
"68","image_default_align",,"yes"
"69","close_comments_for_old_posts",,"yes"
"70","close_comments_days_old","14","yes"
"71","thread_comments",,"yes"
"72","thread_comments_depth","5","yes"
"73","page_comments",,"yes"
"74","comments_per_page","50","yes"
"75","default_comments_page","newest","yes"
"76","comment_order","asc","yes"
"77","sticky_posts","a:0:{}","yes"
"78","widget_categories","a:2:{i:2;a:4:{s:5:""title"";s:0:"""";s:5:""count"";i:0;s:12:""hierarchical"";i:0;s:8:""dropdown"";i:0;}s:12:""_multiwidget"";i:1;}","yes"
"79","widget_text","a:7:{i:1;a:0:{}s:12:""_multiwidget"";i:1;i:2;a:2:{s:5:""title"";s:14:""Premium Themes"";s:4:""text"";s:746:""<ul>
										<li><a href=""https://themegrill.com/themes/spacious-pro/"">Spacious Pro</a></li>
										<li><a href=""https://themegrill.com/themes/foodhunt-pro/"">FoodHunt Pro</a></li>
										<li><a href=""https://themegrill.com/themes/colornews-pro/"">ColorNews Pro</a></li>
										<li><a href=""https://themegrill.com/themes/accelerate-pro/"">Accelerate Pro</a></li>
										<li><a href=""https://themegrill.com/themes/esteem-pro/"">Esteem Pro</a></li>
										<li><a href=""https://http://themegrill.com/themes/radiate-pro/"">Radiate Pro</a></li>
										<li><a href=""https://themegrill.com/themes/fitclub-pro/"">Fitclub Pro</a></li>
										<li><a href=""https://themegrill.com/themes/himalayas-pro/"">Himalayas Pro</a></li>
									</ul>"";}i:3;a:4:{s:5:""title"";s:0:"""";s:4:""text"";s:167:""<a title=""logo"" href=""http://localhost/TRAVAIL/stageProjet2/sav/screen/logo.png""><img src=""http://localhost/TRAVAIL/stageProjet2/sav/screen/logo.png"" alt=""Logo"" /></a>"";s:6:""filter"";b:0;s:6:""visual"";b:0;}i:4;a:2:{s:5:""title"";s:12:""Useful Links"";s:4:""text"";s:654:""<ul>
										<li><a href=""https://themegrill.com/"">ThemeGrill</a></li>
										<li><a href=""https://themegrill.com/support-forum/"">Support</a></li>
										<li><a href=""https://themegrill.com/theme-instruction/colormag/"">Documentation</a></li>
										<li><a href=""https://themegrill.com/frequently-asked-questions/"">FAQ</a></li>
										<li><a href=""https://themegrill.com/themes/"">Themes</a></li>
										<li><a href=""https://themegrill.com/plugins/"">Plugins</a></li>
										<li><a href=""https://themegrill.com/blog/"">Blog</a></li>
										<li><a href=""https://themegrill.com/plans-pricing/"">Plans &amp; Pricing</a></li>
									</ul>"";}i:5;a:2:{s:5:""title"";s:12:""Other Themes"";s:4:""text"";s:747:""<ul>
										<li><a href=""https://themegrill.com/themes/envince/"">Envince</a></li>
										<li><a href=""https://themegrill.com/themes/estore/"">eStore</a></li>
										<li><a href=""https://themegrill.com/themes/ample/"">Ample</a></li>
										<li><a href=""https://themegrill.com/themes/spacious/"">Spacious</a></li>
										<li><a href=""https://themegrill.com/themes/accelerate/"">Accelerate</a></li>
										<li><a href=""https://themegrill.com/themes/radiate/"">Radiate</a></li>
										<li><a href=""https://themegrill.com/themes/esteem/"">Esteem</a></li>
										<li><a href=""https://themegrill.com/themes/himalayas/"">Himalayas</a></li>
										<li><a href=""https://themegrill.com/themes/colornews/"">ColorNews</a></li>
									</ul>"";}i:6;a:1:{s:4:""text"";s:71:""Contains all features of free version and many new additional features."";}}","yes"
"80","widget_rss","a:2:{i:1;a:0:{}s:12:""_multiwidget"";i:1;}","yes"
"81","uninstall_plugins","a:0:{}","no"
"82","timezone_string","Europe/Paris","yes"
"83","page_for_posts","351","yes"
"84","page_on_front","348","yes"
"85","default_post_format","0","yes"
"86","link_manager_enabled","0","yes"
"87","finished_splitting_shared_terms","1","yes"
"88","site_icon","137","yes"
"89","medium_large_size_w","768","yes"
"90","medium_large_size_h","0","yes"
"91","wp_page_for_privacy_policy","3","yes"
"92","show_comments_cookies_opt_in",,"yes"
"93","initial_db_version","43764","yes"
"94","wp_user_roles","a:5:{s:13:""administrator"";a:2:{s:4:""name"";s:13:""Administrator"";s:12:""capabilities"";a:61:{s:13:""switch_themes"";b:1;s:11:""edit_themes"";b:1;s:16:""activate_plugins"";b:1;s:12:""edit_plugins"";b:1;s:10:""edit_users"";b:1;s:10:""edit_files"";b:1;s:14:""manage_options"";b:1;s:17:""moderate_comments"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:12:""upload_files"";b:1;s:6:""import"";b:1;s:15:""unfiltered_html"";b:1;s:10:""edit_posts"";b:1;s:17:""edit_others_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:10:""edit_pages"";b:1;s:4:""read"";b:1;s:8:""level_10"";b:1;s:7:""level_9"";b:1;s:7:""level_8"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:17:""edit_others_pages"";b:1;s:20:""edit_published_pages"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_pages"";b:1;s:19:""delete_others_pages"";b:1;s:22:""delete_published_pages"";b:1;s:12:""delete_posts"";b:1;s:19:""delete_others_posts"";b:1;s:22:""delete_published_posts"";b:1;s:20:""delete_private_posts"";b:1;s:18:""edit_private_posts"";b:1;s:18:""read_private_posts"";b:1;s:20:""delete_private_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""read_private_pages"";b:1;s:12:""delete_users"";b:1;s:12:""create_users"";b:1;s:17:""unfiltered_upload"";b:1;s:14:""edit_dashboard"";b:1;s:14:""update_plugins"";b:1;s:14:""delete_plugins"";b:1;s:15:""install_plugins"";b:1;s:13:""update_themes"";b:1;s:14:""install_themes"";b:1;s:11:""update_core"";b:1;s:10:""list_users"";b:1;s:12:""remove_users"";b:1;s:13:""promote_users"";b:1;s:18:""edit_theme_options"";b:1;s:13:""delete_themes"";b:1;s:6:""export"";b:1;}}s:6:""editor"";a:2:{s:4:""name"";s:6:""Editor"";s:12:""capabilities"";a:34:{s:17:""moderate_comments"";b:1;s:17:""manage_categories"";b:1;s:12:""manage_links"";b:1;s:12:""upload_files"";b:1;s:15:""unfiltered_html"";b:1;s:10:""edit_posts"";b:1;s:17:""edit_others_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:10:""edit_pages"";b:1;s:4:""read"";b:1;s:7:""level_7"";b:1;s:7:""level_6"";b:1;s:7:""level_5"";b:1;s:7:""level_4"";b:1;s:7:""level_3"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:17:""edit_others_pages"";b:1;s:20:""edit_published_pages"";b:1;s:13:""publish_pages"";b:1;s:12:""delete_pages"";b:1;s:19:""delete_others_pages"";b:1;s:22:""delete_published_pages"";b:1;s:12:""delete_posts"";b:1;s:19:""delete_others_posts"";b:1;s:22:""delete_published_posts"";b:1;s:20:""delete_private_posts"";b:1;s:18:""edit_private_posts"";b:1;s:18:""read_private_posts"";b:1;s:20:""delete_private_pages"";b:1;s:18:""edit_private_pages"";b:1;s:18:""read_private_pages"";b:1;}}s:6:""author"";a:2:{s:4:""name"";s:6:""Author"";s:12:""capabilities"";a:10:{s:12:""upload_files"";b:1;s:10:""edit_posts"";b:1;s:20:""edit_published_posts"";b:1;s:13:""publish_posts"";b:1;s:4:""read"";b:1;s:7:""level_2"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:12:""delete_posts"";b:1;s:22:""delete_published_posts"";b:1;}}s:11:""contributor"";a:2:{s:4:""name"";s:11:""Contributor"";s:12:""capabilities"";a:5:{s:10:""edit_posts"";b:1;s:4:""read"";b:1;s:7:""level_1"";b:1;s:7:""level_0"";b:1;s:12:""delete_posts"";b:1;}}s:10:""subscriber"";a:2:{s:4:""name"";s:10:""Subscriber"";s:12:""capabilities"";a:2:{s:4:""read"";b:1;s:7:""level_0"";b:1;}}}","yes"
"95","fresh_site","0","yes"
"96","WPLANG","fr_FR","yes"
"97","widget_search","a:2:{i:2;a:1:{s:5:""title"";s:0:"""";}s:12:""_multiwidget"";i:1;}","yes"
"98","widget_recent-posts","a:2:{i:2;a:2:{s:5:""title"";s:0:"""";s:6:""number"";i:5;}s:12:""_multiwidget"";i:1;}","yes"
"99","widget_recent-comments","a:2:{i:2;a:2:{s:5:""title"";s:0:"""";s:6:""number"";i:5;}s:12:""_multiwidget"";i:1;}","yes"
"100","widget_archives","a:2:{i:2;a:3:{s:5:""title"";s:0:"""";s:5:""count"";i:0;s:8:""dropdown"";i:0;}s:12:""_multiwidget"";i:1;}","yes"
"101","widget_meta","a:2:{i:2;a:1:{s:5:""title"";s:0:"""";}s:12:""_multiwidget"";i:1;}","yes"
